date,rank,name,lp,url
Sat Oct  3 12:00:01 EDT 2020,76,zugrug,272,https://www.leagueofgraphs.com/tft/summoner/na/zugrug
Sat Oct  3 12:00:01 EDT 2020,77,QWADQWADQWADQWAD,271,https://www.leagueofgraphs.com/tft/summoner/na/QWADQWADQWADQWAD
Sat Oct  3 12:00:01 EDT 2020,78,leesom,269,https://www.leagueofgraphs.com/tft/summoner/na/leesom
Sat Oct  3 12:00:01 EDT 2020,79,Tod zibile,266,https://www.leagueofgraphs.com/tft/summoner/na/Tod+zibile
Sat Oct  3 12:00:01 EDT 2020,80,ttv gyalubaby,265,https://www.leagueofgraphs.com/tft/summoner/na/ttv+gyalubaby
Sat Oct  3 12:00:01 EDT 2020,81,IGOR9,264,https://www.leagueofgraphs.com/tft/summoner/na/IGOR9
Sat Oct  3 12:00:01 EDT 2020,82,Twitch Dallasyes,263,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+Dallasyes
Sat Oct  3 12:00:01 EDT 2020,83,Jrom  F,262,https://www.leagueofgraphs.com/tft/summoner/na/Jrom++F
Sat Oct  3 12:00:01 EDT 2020,84,Sophielle,262,https://www.leagueofgraphs.com/tft/summoner/na/Sophielle
Sat Oct  3 12:00:01 EDT 2020,85,Kazhu,262,https://www.leagueofgraphs.com/tft/summoner/na/Kazhu
Sat Oct  3 12:00:01 EDT 2020,86,ajmonsta,262,https://www.leagueofgraphs.com/tft/summoner/na/ajmonsta
Sat Oct  3 12:00:01 EDT 2020,87,Xnieamo,259,https://www.leagueofgraphs.com/tft/summoner/na/Xnieamo
Sat Oct  3 12:00:01 EDT 2020,88,PAID MY DUES,254,https://www.leagueofgraphs.com/tft/summoner/na/PAID+MY+DUES
Sat Oct  3 12:00:01 EDT 2020,89,GrizzleEatsTuna,254,https://www.leagueofgraphs.com/tft/summoner/na/GrizzleEatsTuna
Sat Oct  3 12:00:01 EDT 2020,90,ZRAY,253,https://www.leagueofgraphs.com/tft/summoner/na/ZRAY
Sat Oct  3 12:00:01 EDT 2020,91,AmazingTurd,252,https://www.leagueofgraphs.com/tft/summoner/na/AmazingTurd
Sat Oct  3 12:00:01 EDT 2020,92,lizste,251,https://www.leagueofgraphs.com/tft/summoner/na/lizste
Sat Oct  3 12:00:01 EDT 2020,93,big purple cow,247,https://www.leagueofgraphs.com/tft/summoner/na/big+purple+cow
Sat Oct  3 12:00:01 EDT 2020,94,ttv Kracklite,246,https://www.leagueofgraphs.com/tft/summoner/na/ttv+Kracklite
Sat Oct  3 12:00:01 EDT 2020,95,Clear,244,https://www.leagueofgraphs.com/tft/summoner/na/Clear
Sat Oct  3 12:00:01 EDT 2020,96,Yoshiwee,244,https://www.leagueofgraphs.com/tft/summoner/na/Yoshiwee
Sat Oct  3 12:00:01 EDT 2020,97,jamzydraco,243,https://www.leagueofgraphs.com/tft/summoner/na/jamzydraco
Sat Oct  3 12:00:01 EDT 2020,98,popojian,240,https://www.leagueofgraphs.com/tft/summoner/na/popojian
Sat Oct  3 12:00:01 EDT 2020,99,Maxxxers,240,https://www.leagueofgraphs.com/tft/summoner/na/Maxxxers
Sat Oct  3 12:00:01 EDT 2020,100,TTV inikoiniko,213,https://www.leagueofgraphs.com/tft/summoner/na/TTV+inikoiniko
Sat Oct  3 13:00:01 EDT 2020,1,C9 k3soju,1064,https://www.leagueofgraphs.com/tft/summoner/na/C9+k3soju
Sat Oct  3 13:00:01 EDT 2020,2,TSM KitingisHard,1040,https://www.leagueofgraphs.com/tft/summoner/na/TSM+KitingisHard
Sat Oct  3 13:00:01 EDT 2020,3,Mean Mister Kien,867,https://www.leagueofgraphs.com/tft/summoner/na/Mean+Mister+Kien
Sat Oct  3 13:00:01 EDT 2020,4,Nostereleven,864,https://www.leagueofgraphs.com/tft/summoner/na/Nostereleven
Sat Oct  3 13:00:01 EDT 2020,5,Kiyoon,827,https://www.leagueofgraphs.com/tft/summoner/na/Kiyoon
Sat Oct  3 13:00:01 EDT 2020,6,AYAYAMETE,775,https://www.leagueofgraphs.com/tft/summoner/na/AYAYAMETE
Sat Oct  3 13:00:01 EDT 2020,7,DeliciousMilkGG,767,https://www.leagueofgraphs.com/tft/summoner/na/DeliciousMilkGG
Sat Oct  3 13:00:01 EDT 2020,8,DQA TFT,743,https://www.leagueofgraphs.com/tft/summoner/na/DQA+TFT
Sat Oct  3 13:00:01 EDT 2020,9,jasonjava,711,https://www.leagueofgraphs.com/tft/summoner/na/jasonjava
Sat Oct  3 13:00:01 EDT 2020,10,Moggy Mako,704,https://www.leagueofgraphs.com/tft/summoner/na/Moggy+Mako
Sat Oct  3 13:00:01 EDT 2020,11,Agon,702,https://www.leagueofgraphs.com/tft/summoner/na/Agon
Sat Oct  3 13:00:01 EDT 2020,12,kevyzhou,649,https://www.leagueofgraphs.com/tft/summoner/na/kevyzhou
Sat Oct  3 13:00:01 EDT 2020,13,TheshyuzimyGod,643,https://www.leagueofgraphs.com/tft/summoner/na/TheshyuzimyGod
Sat Oct  3 13:00:01 EDT 2020,14,Treebeard TwTv,626,https://www.leagueofgraphs.com/tft/summoner/na/Treebeard+TwTv
Sat Oct  3 13:00:01 EDT 2020,15,Mismatched Socks,626,https://www.leagueofgraphs.com/tft/summoner/na/Mismatched+Socks
Sat Oct  3 13:00:01 EDT 2020,16,Tangela,617,https://www.leagueofgraphs.com/tft/summoner/na/Tangela
Sat Oct  3 13:00:01 EDT 2020,17,RU CHAMPION,583,https://www.leagueofgraphs.com/tft/summoner/na/RU+CHAMPION
Sat Oct  3 13:00:01 EDT 2020,18,enaek,534,https://www.leagueofgraphs.com/tft/summoner/na/enaek
Sat Oct  3 13:00:01 EDT 2020,19,M35S,514,https://www.leagueofgraphs.com/tft/summoner/na/M35S
Sat Oct  3 13:00:01 EDT 2020,20,TTV Swellertiger,502,https://www.leagueofgraphs.com/tft/summoner/na/TTV+Swellertiger
Sat Oct  3 13:00:01 EDT 2020,21,Pawnup,494,https://www.leagueofgraphs.com/tft/summoner/na/Pawnup
Sat Oct  3 13:00:01 EDT 2020,22,TwitchTV Javaday,492,https://www.leagueofgraphs.com/tft/summoner/na/TwitchTV+Javaday
Sat Oct  3 13:00:01 EDT 2020,23,hi im joby,470,https://www.leagueofgraphs.com/tft/summoner/na/hi+im+joby
Sat Oct  3 13:00:01 EDT 2020,24,H2211,459,https://www.leagueofgraphs.com/tft/summoner/na/H2211
Sat Oct  3 13:00:01 EDT 2020,25,Kalsu,455,https://www.leagueofgraphs.com/tft/summoner/na/Kalsu
Sat Oct  3 13:00:01 EDT 2020,26,wattzzy,446,https://www.leagueofgraphs.com/tft/summoner/na/wattzzy
Sat Oct  3 13:00:01 EDT 2020,27,ttv guubums,433,https://www.leagueofgraphs.com/tft/summoner/na/ttv+guubums
Sat Oct  3 13:00:01 EDT 2020,28,GeneralCai,430,https://www.leagueofgraphs.com/tft/summoner/na/GeneralCai
Sat Oct  3 13:00:01 EDT 2020,29,Brocc&oacute;li,423,https://www.leagueofgraphs.com/tft/summoner/na/Brocc%C3%B3li
Sat Oct  3 13:00:01 EDT 2020,30,numanotaihasin,390,https://www.leagueofgraphs.com/tft/summoner/na/numanotaihasin
Sat Oct  3 13:00:01 EDT 2020,31,theOnLy1z,390,https://www.leagueofgraphs.com/tft/summoner/na/theOnLy1z
Sat Oct  3 13:00:01 EDT 2020,32,COCO  ZUI KE AI,384,https://www.leagueofgraphs.com/tft/summoner/na/COCO++ZUI+KE+AI
Sat Oct  3 13:00:01 EDT 2020,33,jwhur,382,https://www.leagueofgraphs.com/tft/summoner/na/jwhur
Sat Oct  3 13:00:01 EDT 2020,34,Monoclonal,382,https://www.leagueofgraphs.com/tft/summoner/na/Monoclonal
Sat Oct  3 13:00:01 EDT 2020,35,Velayy,379,https://www.leagueofgraphs.com/tft/summoner/na/Velayy
Sat Oct  3 13:00:01 EDT 2020,36,NAI BANG,376,https://www.leagueofgraphs.com/tft/summoner/na/NAI+BANG
Sat Oct  3 13:00:01 EDT 2020,37,Twitch RayditzFN,375,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+RayditzFN
Sat Oct  3 13:00:01 EDT 2020,38,Kurumx,375,https://www.leagueofgraphs.com/tft/summoner/na/Kurumx
Sat Oct  3 13:00:01 EDT 2020,39,robinsongz,371,https://www.leagueofgraphs.com/tft/summoner/na/robinsongz
Sat Oct  3 13:00:01 EDT 2020,40,5tunt,366,https://www.leagueofgraphs.com/tft/summoner/na/5tunt
Sat Oct  3 13:00:01 EDT 2020,41,Live for the Day,366,https://www.leagueofgraphs.com/tft/summoner/na/Live+for+the+Day
Sat Oct  3 13:00:01 EDT 2020,42,lilsteppy,364,https://www.leagueofgraphs.com/tft/summoner/na/lilsteppy
Sat Oct  3 13:00:01 EDT 2020,43,Rush big fan,363,https://www.leagueofgraphs.com/tft/summoner/na/Rush+big+fan
Sat Oct  3 13:00:01 EDT 2020,44,Enzile,361,https://www.leagueofgraphs.com/tft/summoner/na/Enzile
Sat Oct  3 13:00:01 EDT 2020,45,Spicy AppIes,358,https://www.leagueofgraphs.com/tft/summoner/na/Spicy+AppIes
Sat Oct  3 13:00:01 EDT 2020,46,1 1 0 9,358,https://www.leagueofgraphs.com/tft/summoner/na/1+1+0+9
Sat Oct  3 13:00:01 EDT 2020,47,Naturesbf,356,https://www.leagueofgraphs.com/tft/summoner/na/Naturesbf
Sat Oct  3 13:00:01 EDT 2020,48,TheHentaiGod,345,https://www.leagueofgraphs.com/tft/summoner/na/TheHentaiGod
Sat Oct  3 13:00:01 EDT 2020,49,Elvisbeback,344,https://www.leagueofgraphs.com/tft/summoner/na/Elvisbeback
Sat Oct  3 13:00:01 EDT 2020,50,Valorz,337,https://www.leagueofgraphs.com/tft/summoner/na/Valorz
Sat Oct  3 13:00:01 EDT 2020,51,Attack,335,https://www.leagueofgraphs.com/tft/summoner/na/Attack
Sat Oct  3 13:00:01 EDT 2020,52,NA FREE KEKW,332,https://www.leagueofgraphs.com/tft/summoner/na/NA+FREE+KEKW
Sat Oct  3 13:00:01 EDT 2020,53,becca tilts,330,https://www.leagueofgraphs.com/tft/summoner/na/becca+tilts
Sat Oct  3 13:00:01 EDT 2020,54,flow of game,326,https://www.leagueofgraphs.com/tft/summoner/na/flow+of+game
Sat Oct  3 13:00:01 EDT 2020,55,Garchompro,326,https://www.leagueofgraphs.com/tft/summoner/na/Garchompro
Sat Oct  3 13:00:01 EDT 2020,56,pyrirer,323,https://www.leagueofgraphs.com/tft/summoner/na/pyrirer
Sat Oct  3 13:00:01 EDT 2020,57,lizste 2,322,https://www.leagueofgraphs.com/tft/summoner/na/lizste+2
Sat Oct  3 13:00:01 EDT 2020,58,Xerluk,317,https://www.leagueofgraphs.com/tft/summoner/na/Xerluk
Sat Oct  3 13:00:01 EDT 2020,59,creamcrunch,310,https://www.leagueofgraphs.com/tft/summoner/na/creamcrunch
Sat Oct  3 13:00:01 EDT 2020,60,ILikeHoboes,304,https://www.leagueofgraphs.com/tft/summoner/na/ILikeHoboes
Sat Oct  3 13:00:01 EDT 2020,61,trikpi,301,https://www.leagueofgraphs.com/tft/summoner/na/trikpi
Sat Oct  3 13:00:01 EDT 2020,62,slippinbug,299,https://www.leagueofgraphs.com/tft/summoner/na/slippinbug
Sat Oct  3 13:00:01 EDT 2020,63,GrandVice8,298,https://www.leagueofgraphs.com/tft/summoner/na/GrandVice8
Sat Oct  3 13:00:01 EDT 2020,64,peebo,293,https://www.leagueofgraphs.com/tft/summoner/na/peebo
Sat Oct  3 13:00:01 EDT 2020,65,Xxxxxxyux,293,https://www.leagueofgraphs.com/tft/summoner/na/Xxxxxxyux
Sat Oct  3 13:00:01 EDT 2020,66,Nyuhu,292,https://www.leagueofgraphs.com/tft/summoner/na/Nyuhu
Sat Oct  3 13:00:01 EDT 2020,67,Staxl,291,https://www.leagueofgraphs.com/tft/summoner/na/Staxl
Sat Oct  3 13:00:01 EDT 2020,68,ttvBebe872,290,https://www.leagueofgraphs.com/tft/summoner/na/ttvBebe872
Sat Oct  3 13:00:01 EDT 2020,69,captain kookie,285,https://www.leagueofgraphs.com/tft/summoner/na/captain+kookie
Sat Oct  3 13:00:01 EDT 2020,70,Subism,283,https://www.leagueofgraphs.com/tft/summoner/na/Subism
Sat Oct  3 13:00:01 EDT 2020,71,Myoui,282,https://www.leagueofgraphs.com/tft/summoner/na/Myoui
Sat Oct  3 13:00:01 EDT 2020,72,Laplace Tails,281,https://www.leagueofgraphs.com/tft/summoner/na/Laplace+Tails
Sat Oct  3 13:00:01 EDT 2020,73,Kunbee,280,https://www.leagueofgraphs.com/tft/summoner/na/Kunbee
Sat Oct  3 13:00:01 EDT 2020,74,60ember,279,https://www.leagueofgraphs.com/tft/summoner/na/60ember
Sat Oct  3 13:00:01 EDT 2020,75,XDG Weinis,279,https://www.leagueofgraphs.com/tft/summoner/na/XDG+Weinis
Sat Oct  3 13:00:01 EDT 2020,76,zugrug,272,https://www.leagueofgraphs.com/tft/summoner/na/zugrug
Sat Oct  3 13:00:01 EDT 2020,77,QWADQWADQWADQWAD,271,https://www.leagueofgraphs.com/tft/summoner/na/QWADQWADQWADQWAD
Sat Oct  3 13:00:01 EDT 2020,78,leesom,269,https://www.leagueofgraphs.com/tft/summoner/na/leesom
Sat Oct  3 13:00:01 EDT 2020,79,Tod zibile,266,https://www.leagueofgraphs.com/tft/summoner/na/Tod+zibile
Sat Oct  3 13:00:01 EDT 2020,80,ttv gyalubaby,265,https://www.leagueofgraphs.com/tft/summoner/na/ttv+gyalubaby
Sat Oct  3 13:00:01 EDT 2020,81,IGOR9,264,https://www.leagueofgraphs.com/tft/summoner/na/IGOR9
Sat Oct  3 13:00:01 EDT 2020,82,Twitch Dallasyes,263,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+Dallasyes
Sat Oct  3 13:00:01 EDT 2020,83,Jrom  F,262,https://www.leagueofgraphs.com/tft/summoner/na/Jrom++F
Sat Oct  3 13:00:01 EDT 2020,84,Sophielle,262,https://www.leagueofgraphs.com/tft/summoner/na/Sophielle
Sat Oct  3 13:00:01 EDT 2020,85,Kazhu,262,https://www.leagueofgraphs.com/tft/summoner/na/Kazhu
Sat Oct  3 13:00:01 EDT 2020,86,ajmonsta,262,https://www.leagueofgraphs.com/tft/summoner/na/ajmonsta
Sat Oct  3 13:00:01 EDT 2020,87,Xnieamo,259,https://www.leagueofgraphs.com/tft/summoner/na/Xnieamo
Sat Oct  3 13:00:01 EDT 2020,88,PAID MY DUES,254,https://www.leagueofgraphs.com/tft/summoner/na/PAID+MY+DUES
Sat Oct  3 13:00:01 EDT 2020,89,GrizzleEatsTuna,254,https://www.leagueofgraphs.com/tft/summoner/na/GrizzleEatsTuna
Sat Oct  3 13:00:01 EDT 2020,90,ZRAY,253,https://www.leagueofgraphs.com/tft/summoner/na/ZRAY
Sat Oct  3 13:00:01 EDT 2020,91,AmazingTurd,252,https://www.leagueofgraphs.com/tft/summoner/na/AmazingTurd
Sat Oct  3 13:00:01 EDT 2020,92,lizste,251,https://www.leagueofgraphs.com/tft/summoner/na/lizste
Sat Oct  3 13:00:01 EDT 2020,93,big purple cow,247,https://www.leagueofgraphs.com/tft/summoner/na/big+purple+cow
Sat Oct  3 13:00:01 EDT 2020,94,ttv Kracklite,246,https://www.leagueofgraphs.com/tft/summoner/na/ttv+Kracklite
Sat Oct  3 13:00:01 EDT 2020,95,Clear,244,https://www.leagueofgraphs.com/tft/summoner/na/Clear
Sat Oct  3 13:00:01 EDT 2020,96,Yoshiwee,244,https://www.leagueofgraphs.com/tft/summoner/na/Yoshiwee
Sat Oct  3 13:00:01 EDT 2020,97,jamzydraco,243,https://www.leagueofgraphs.com/tft/summoner/na/jamzydraco
Sat Oct  3 13:00:01 EDT 2020,98,popojian,240,https://www.leagueofgraphs.com/tft/summoner/na/popojian
Sat Oct  3 13:00:01 EDT 2020,99,Maxxxers,240,https://www.leagueofgraphs.com/tft/summoner/na/Maxxxers
Sat Oct  3 13:00:01 EDT 2020,100,TTV inikoiniko,213,https://www.leagueofgraphs.com/tft/summoner/na/TTV+inikoiniko
Sat Oct  3 14:00:00 EDT 2020,1,C9 k3soju,1064,https://www.leagueofgraphs.com/tft/summoner/na/C9+k3soju
Sat Oct  3 14:00:00 EDT 2020,2,TSM KitingisHard,1040,https://www.leagueofgraphs.com/tft/summoner/na/TSM+KitingisHard
Sat Oct  3 14:00:00 EDT 2020,3,Mean Mister Kien,867,https://www.leagueofgraphs.com/tft/summoner/na/Mean+Mister+Kien
Sat Oct  3 14:00:00 EDT 2020,4,Nostereleven,864,https://www.leagueofgraphs.com/tft/summoner/na/Nostereleven
Sat Oct  3 14:00:00 EDT 2020,5,Kiyoon,827,https://www.leagueofgraphs.com/tft/summoner/na/Kiyoon
Sat Oct  3 14:00:00 EDT 2020,6,DQA TFT,787,https://www.leagueofgraphs.com/tft/summoner/na/DQA+TFT
Sat Oct  3 14:00:00 EDT 2020,7,AYAYAMETE,778,https://www.leagueofgraphs.com/tft/summoner/na/AYAYAMETE
Sat Oct  3 14:00:00 EDT 2020,8,DeliciousMilkGG,767,https://www.leagueofgraphs.com/tft/summoner/na/DeliciousMilkGG
Sat Oct  3 14:00:00 EDT 2020,9,jasonjava,711,https://www.leagueofgraphs.com/tft/summoner/na/jasonjava
Sat Oct  3 14:00:00 EDT 2020,10,Moggy Mako,704,https://www.leagueofgraphs.com/tft/summoner/na/Moggy+Mako
Sat Oct  3 14:00:00 EDT 2020,11,Agon,702,https://www.leagueofgraphs.com/tft/summoner/na/Agon
Sat Oct  3 14:00:00 EDT 2020,12,Mismatched Socks,686,https://www.leagueofgraphs.com/tft/summoner/na/Mismatched+Socks
Sat Oct  3 14:00:00 EDT 2020,13,TheshyuzimyGod,647,https://www.leagueofgraphs.com/tft/summoner/na/TheshyuzimyGod
Sat Oct  3 14:00:00 EDT 2020,14,Treebeard TwTv,626,https://www.leagueofgraphs.com/tft/summoner/na/Treebeard+TwTv
Sat Oct  3 14:00:00 EDT 2020,15,Tangela,617,https://www.leagueofgraphs.com/tft/summoner/na/Tangela
Sat Oct  3 14:00:00 EDT 2020,16,kevyzhou,606,https://www.leagueofgraphs.com/tft/summoner/na/kevyzhou
Sat Oct  3 14:00:00 EDT 2020,17,RU CHAMPION,583,https://www.leagueofgraphs.com/tft/summoner/na/RU+CHAMPION
Sat Oct  3 14:00:00 EDT 2020,18,Pawnup,560,https://www.leagueofgraphs.com/tft/summoner/na/Pawnup
Sat Oct  3 14:00:00 EDT 2020,19,TTV Swellertiger,549,https://www.leagueofgraphs.com/tft/summoner/na/TTV+Swellertiger
Sat Oct  3 14:00:00 EDT 2020,20,M35S,535,https://www.leagueofgraphs.com/tft/summoner/na/M35S
Sat Oct  3 14:00:00 EDT 2020,21,enaek,534,https://www.leagueofgraphs.com/tft/summoner/na/enaek
Sat Oct  3 14:00:00 EDT 2020,22,TwitchTV Javaday,482,https://www.leagueofgraphs.com/tft/summoner/na/TwitchTV+Javaday
Sat Oct  3 14:00:00 EDT 2020,23,hi im joby,470,https://www.leagueofgraphs.com/tft/summoner/na/hi+im+joby
Sat Oct  3 14:00:00 EDT 2020,24,H2211,459,https://www.leagueofgraphs.com/tft/summoner/na/H2211
Sat Oct  3 14:00:00 EDT 2020,25,Kalsu,455,https://www.leagueofgraphs.com/tft/summoner/na/Kalsu
Sat Oct  3 14:00:00 EDT 2020,26,ttv guubums,433,https://www.leagueofgraphs.com/tft/summoner/na/ttv+guubums
Sat Oct  3 14:00:00 EDT 2020,27,GeneralCai,430,https://www.leagueofgraphs.com/tft/summoner/na/GeneralCai
Sat Oct  3 14:00:00 EDT 2020,28,Brocc&oacute;li,423,https://www.leagueofgraphs.com/tft/summoner/na/Brocc%C3%B3li
Sat Oct  3 14:00:00 EDT 2020,29,jwhur,413,https://www.leagueofgraphs.com/tft/summoner/na/jwhur
Sat Oct  3 14:00:00 EDT 2020,30,wattzzy,405,https://www.leagueofgraphs.com/tft/summoner/na/wattzzy
Sat Oct  3 14:00:00 EDT 2020,31,trikpi,396,https://www.leagueofgraphs.com/tft/summoner/na/trikpi
Sat Oct  3 14:00:00 EDT 2020,32,numanotaihasin,390,https://www.leagueofgraphs.com/tft/summoner/na/numanotaihasin
Sat Oct  3 14:00:00 EDT 2020,33,theOnLy1z,390,https://www.leagueofgraphs.com/tft/summoner/na/theOnLy1z
Sat Oct  3 14:00:00 EDT 2020,34,Monoclonal,382,https://www.leagueofgraphs.com/tft/summoner/na/Monoclonal
Sat Oct  3 14:00:00 EDT 2020,35,Velayy,379,https://www.leagueofgraphs.com/tft/summoner/na/Velayy
Sat Oct  3 14:00:00 EDT 2020,36,NAI BANG,376,https://www.leagueofgraphs.com/tft/summoner/na/NAI+BANG
Sat Oct  3 14:00:00 EDT 2020,37,Twitch RayditzFN,375,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+RayditzFN
Sat Oct  3 14:00:00 EDT 2020,38,Kurumx,375,https://www.leagueofgraphs.com/tft/summoner/na/Kurumx
Sat Oct  3 14:00:00 EDT 2020,39,robinsongz,371,https://www.leagueofgraphs.com/tft/summoner/na/robinsongz
Sat Oct  3 14:00:00 EDT 2020,40,5tunt,366,https://www.leagueofgraphs.com/tft/summoner/na/5tunt
Sat Oct  3 14:00:00 EDT 2020,41,Live for the Day,366,https://www.leagueofgraphs.com/tft/summoner/na/Live+for+the+Day
Sat Oct  3 14:00:00 EDT 2020,42,lilsteppy,364,https://www.leagueofgraphs.com/tft/summoner/na/lilsteppy
Sat Oct  3 14:00:00 EDT 2020,43,Rush big fan,363,https://www.leagueofgraphs.com/tft/summoner/na/Rush+big+fan
Sat Oct  3 14:00:00 EDT 2020,44,Enzile,361,https://www.leagueofgraphs.com/tft/summoner/na/Enzile
Sat Oct  3 14:00:00 EDT 2020,45,Spicy AppIes,358,https://www.leagueofgraphs.com/tft/summoner/na/Spicy+AppIes
Sat Oct  3 14:00:00 EDT 2020,46,1 1 0 9,358,https://www.leagueofgraphs.com/tft/summoner/na/1+1+0+9
Sat Oct  3 14:00:00 EDT 2020,47,Naturesbf,356,https://www.leagueofgraphs.com/tft/summoner/na/Naturesbf
Sat Oct  3 14:00:00 EDT 2020,48,becca tilts,353,https://www.leagueofgraphs.com/tft/summoner/na/becca+tilts
Sat Oct  3 14:00:00 EDT 2020,49,TheHentaiGod,345,https://www.leagueofgraphs.com/tft/summoner/na/TheHentaiGod
Sat Oct  3 14:00:00 EDT 2020,50,Elvisbeback,344,https://www.leagueofgraphs.com/tft/summoner/na/Elvisbeback
Sat Oct  3 14:00:00 EDT 2020,51,Valorz,337,https://www.leagueofgraphs.com/tft/summoner/na/Valorz
Sat Oct  3 14:00:00 EDT 2020,52,Staxl,337,https://www.leagueofgraphs.com/tft/summoner/na/Staxl
Sat Oct  3 14:00:00 EDT 2020,53,Attack,335,https://www.leagueofgraphs.com/tft/summoner/na/Attack
Sat Oct  3 14:00:00 EDT 2020,54,COCO  ZUI KE AI,334,https://www.leagueofgraphs.com/tft/summoner/na/COCO++ZUI+KE+AI
Sat Oct  3 14:00:00 EDT 2020,55,NA FREE KEKW,332,https://www.leagueofgraphs.com/tft/summoner/na/NA+FREE+KEKW
Sat Oct  3 14:00:00 EDT 2020,56,flow of game,326,https://www.leagueofgraphs.com/tft/summoner/na/flow+of+game
Sat Oct  3 14:00:00 EDT 2020,57,Garchompro,326,https://www.leagueofgraphs.com/tft/summoner/na/Garchompro
Sat Oct  3 14:00:00 EDT 2020,58,60ember,324,https://www.leagueofgraphs.com/tft/summoner/na/60ember
Sat Oct  3 14:00:00 EDT 2020,59,pyrirer,323,https://www.leagueofgraphs.com/tft/summoner/na/pyrirer
Sat Oct  3 14:00:00 EDT 2020,60,lizste 2,322,https://www.leagueofgraphs.com/tft/summoner/na/lizste+2
Sat Oct  3 14:00:00 EDT 2020,61,Xerluk,317,https://www.leagueofgraphs.com/tft/summoner/na/Xerluk
Sat Oct  3 14:00:00 EDT 2020,62,creamcrunch,310,https://www.leagueofgraphs.com/tft/summoner/na/creamcrunch
Sat Oct  3 14:00:00 EDT 2020,63,Xxxxxxyux,308,https://www.leagueofgraphs.com/tft/summoner/na/Xxxxxxyux
Sat Oct  3 14:00:00 EDT 2020,64,ILikeHoboes,304,https://www.leagueofgraphs.com/tft/summoner/na/ILikeHoboes
Sat Oct  3 14:00:00 EDT 2020,65,slippinbug,299,https://www.leagueofgraphs.com/tft/summoner/na/slippinbug
Sat Oct  3 14:00:00 EDT 2020,66,ttv Kracklite,295,https://www.leagueofgraphs.com/tft/summoner/na/ttv+Kracklite
Sat Oct  3 14:00:00 EDT 2020,67,peebo,293,https://www.leagueofgraphs.com/tft/summoner/na/peebo
Sat Oct  3 14:00:00 EDT 2020,68,Nyuhu,292,https://www.leagueofgraphs.com/tft/summoner/na/Nyuhu
Sat Oct  3 14:00:00 EDT 2020,69,ttvBebe872,290,https://www.leagueofgraphs.com/tft/summoner/na/ttvBebe872
Sat Oct  3 14:00:00 EDT 2020,70,GrandVice8,287,https://www.leagueofgraphs.com/tft/summoner/na/GrandVice8
Sat Oct  3 14:00:00 EDT 2020,71,jamzydraco,285,https://www.leagueofgraphs.com/tft/summoner/na/jamzydraco
Sat Oct  3 14:00:00 EDT 2020,72,Subism,283,https://www.leagueofgraphs.com/tft/summoner/na/Subism
Sat Oct  3 14:00:00 EDT 2020,73,Myoui,282,https://www.leagueofgraphs.com/tft/summoner/na/Myoui
Sat Oct  3 14:00:00 EDT 2020,74,Laplace Tails,281,https://www.leagueofgraphs.com/tft/summoner/na/Laplace+Tails
Sat Oct  3 14:00:00 EDT 2020,75,Sophielle,281,https://www.leagueofgraphs.com/tft/summoner/na/Sophielle
Sat Oct  3 14:00:00 EDT 2020,76,Kunbee,280,https://www.leagueofgraphs.com/tft/summoner/na/Kunbee
Sat Oct  3 14:00:00 EDT 2020,77,zugrug,272,https://www.leagueofgraphs.com/tft/summoner/na/zugrug
Sat Oct  3 14:00:00 EDT 2020,78,QWADQWADQWADQWAD,271,https://www.leagueofgraphs.com/tft/summoner/na/QWADQWADQWADQWAD
Sat Oct  3 14:00:00 EDT 2020,79,leesom,269,https://www.leagueofgraphs.com/tft/summoner/na/leesom
Sat Oct  3 14:00:00 EDT 2020,80,Tod zibile,266,https://www.leagueofgraphs.com/tft/summoner/na/Tod+zibile
Sat Oct  3 14:00:00 EDT 2020,81,ttv gyalubaby,265,https://www.leagueofgraphs.com/tft/summoner/na/ttv+gyalubaby
Sat Oct  3 14:00:00 EDT 2020,82,IGOR9,264,https://www.leagueofgraphs.com/tft/summoner/na/IGOR9
Sat Oct  3 14:00:00 EDT 2020,83,Twitch Dallasyes,263,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+Dallasyes
Sat Oct  3 14:00:00 EDT 2020,84,Jrom  F,262,https://www.leagueofgraphs.com/tft/summoner/na/Jrom++F
Sat Oct  3 14:00:00 EDT 2020,85,Kazhu,262,https://www.leagueofgraphs.com/tft/summoner/na/Kazhu
Sat Oct  3 14:00:00 EDT 2020,86,ajmonsta,262,https://www.leagueofgraphs.com/tft/summoner/na/ajmonsta
Sat Oct  3 14:00:00 EDT 2020,87,Xnieamo,259,https://www.leagueofgraphs.com/tft/summoner/na/Xnieamo
Sat Oct  3 14:00:00 EDT 2020,88,PAID MY DUES,254,https://www.leagueofgraphs.com/tft/summoner/na/PAID+MY+DUES
Sat Oct  3 14:00:00 EDT 2020,89,ZRAY,253,https://www.leagueofgraphs.com/tft/summoner/na/ZRAY
Sat Oct  3 14:00:00 EDT 2020,90,AmazingTurd,252,https://www.leagueofgraphs.com/tft/summoner/na/AmazingTurd
Sat Oct  3 14:00:00 EDT 2020,91,lizste,251,https://www.leagueofgraphs.com/tft/summoner/na/lizste
