date,rank,name,lp,url
Sat Oct  3 02:00:00 EDT 2020,1,C9 k3soju,1064,https://www.leagueofgraphs.com/tft/summoner/na/C9+k3soju
Sat Oct  3 02:00:00 EDT 2020,2,TSM KitingisHard,1040,https://www.leagueofgraphs.com/tft/summoner/na/TSM+KitingisHard
Sat Oct  3 02:00:00 EDT 2020,3,Nostereleven,864,https://www.leagueofgraphs.com/tft/summoner/na/Nostereleven
Sat Oct  3 02:00:00 EDT 2020,4,Kiyoon,827,https://www.leagueofgraphs.com/tft/summoner/na/Kiyoon
Sat Oct  3 02:00:00 EDT 2020,5,Mean Mister Kien,820,https://www.leagueofgraphs.com/tft/summoner/na/Mean+Mister+Kien
Sat Oct  3 02:00:00 EDT 2020,6,AYAYAMETE,807,https://www.leagueofgraphs.com/tft/summoner/na/AYAYAMETE
Sat Oct  3 02:00:00 EDT 2020,7,DQA TFT,769,https://www.leagueofgraphs.com/tft/summoner/na/DQA+TFT
Sat Oct  3 02:00:00 EDT 2020,8,DeliciousMilkGG,767,https://www.leagueofgraphs.com/tft/summoner/na/DeliciousMilkGG
Sat Oct  3 02:00:00 EDT 2020,9,Treebeard TwTv,734,https://www.leagueofgraphs.com/tft/summoner/na/Treebeard+TwTv
Sat Oct  3 02:00:00 EDT 2020,10,kevyzhou,722,https://www.leagueofgraphs.com/tft/summoner/na/kevyzhou
Sat Oct  3 02:00:00 EDT 2020,11,Agon,717,https://www.leagueofgraphs.com/tft/summoner/na/Agon
Sat Oct  3 02:00:00 EDT 2020,12,Moggy Mako,665,https://www.leagueofgraphs.com/tft/summoner/na/Moggy+Mako
Sat Oct  3 02:00:00 EDT 2020,13,TheshyuzimyGod,643,https://www.leagueofgraphs.com/tft/summoner/na/TheshyuzimyGod
Sat Oct  3 02:00:00 EDT 2020,14,Mismatched Socks,613,https://www.leagueofgraphs.com/tft/summoner/na/Mismatched+Socks
Sat Oct  3 02:00:00 EDT 2020,15,RU CHAMPION,583,https://www.leagueofgraphs.com/tft/summoner/na/RU+CHAMPION
Sat Oct  3 02:00:00 EDT 2020,16,jasonjava,579,https://www.leagueofgraphs.com/tft/summoner/na/jasonjava
Sat Oct  3 02:00:00 EDT 2020,17,enaek,563,https://www.leagueofgraphs.com/tft/summoner/na/enaek
Sat Oct  3 02:00:00 EDT 2020,18,M35S,514,https://www.leagueofgraphs.com/tft/summoner/na/M35S
Sat Oct  3 02:00:00 EDT 2020,19,Pawnup,494,https://www.leagueofgraphs.com/tft/summoner/na/Pawnup
Sat Oct  3 02:00:00 EDT 2020,20,TwitchTV Javaday,492,https://www.leagueofgraphs.com/tft/summoner/na/TwitchTV+Javaday
Sat Oct  3 02:00:00 EDT 2020,21,Tangela,466,https://www.leagueofgraphs.com/tft/summoner/na/Tangela
Sat Oct  3 02:00:00 EDT 2020,22,Kalsu,460,https://www.leagueofgraphs.com/tft/summoner/na/Kalsu
Sat Oct  3 02:00:00 EDT 2020,23,H2211,459,https://www.leagueofgraphs.com/tft/summoner/na/H2211
Sat Oct  3 02:00:00 EDT 2020,24,TTV Swellertiger,447,https://www.leagueofgraphs.com/tft/summoner/na/TTV+Swellertiger
Sat Oct  3 02:00:00 EDT 2020,25,wattzzy,446,https://www.leagueofgraphs.com/tft/summoner/na/wattzzy
Sat Oct  3 02:00:00 EDT 2020,26,ttv guubums,433,https://www.leagueofgraphs.com/tft/summoner/na/ttv+guubums
Sat Oct  3 02:00:00 EDT 2020,27,GeneralCai,430,https://www.leagueofgraphs.com/tft/summoner/na/GeneralCai
Sat Oct  3 02:00:00 EDT 2020,28,Brocc&oacute;li,423,https://www.leagueofgraphs.com/tft/summoner/na/Brocc%C3%B3li
Sat Oct  3 02:00:00 EDT 2020,29,hi im joby,423,https://www.leagueofgraphs.com/tft/summoner/na/hi+im+joby
Sat Oct  3 02:00:00 EDT 2020,30,Velayy,412,https://www.leagueofgraphs.com/tft/summoner/na/Velayy
Sat Oct  3 02:00:00 EDT 2020,31,numanotaihasin,390,https://www.leagueofgraphs.com/tft/summoner/na/numanotaihasin
Sat Oct  3 02:00:00 EDT 2020,32,theOnLy1z,390,https://www.leagueofgraphs.com/tft/summoner/na/theOnLy1z
Sat Oct  3 02:00:00 EDT 2020,33,COCO  ZUI KE AI,384,https://www.leagueofgraphs.com/tft/summoner/na/COCO++ZUI+KE+AI
Sat Oct  3 02:00:00 EDT 2020,34,jwhur,382,https://www.leagueofgraphs.com/tft/summoner/na/jwhur
Sat Oct  3 02:00:00 EDT 2020,35,NAI BANG,376,https://www.leagueofgraphs.com/tft/summoner/na/NAI+BANG
Sat Oct  3 02:00:00 EDT 2020,36,Monoclonal,372,https://www.leagueofgraphs.com/tft/summoner/na/Monoclonal
Sat Oct  3 02:00:00 EDT 2020,37,TTV inikoiniko,370,https://www.leagueofgraphs.com/tft/summoner/na/TTV+inikoiniko
Sat Oct  3 02:00:00 EDT 2020,38,Live for the Day,366,https://www.leagueofgraphs.com/tft/summoner/na/Live+for+the+Day
Sat Oct  3 02:00:00 EDT 2020,39,lilsteppy,364,https://www.leagueofgraphs.com/tft/summoner/na/lilsteppy
Sat Oct  3 02:00:00 EDT 2020,40,Rush big fan,363,https://www.leagueofgraphs.com/tft/summoner/na/Rush+big+fan
Sat Oct  3 02:00:00 EDT 2020,41,Spicy AppIes,358,https://www.leagueofgraphs.com/tft/summoner/na/Spicy+AppIes
Sat Oct  3 02:00:00 EDT 2020,42,Naturesbf,356,https://www.leagueofgraphs.com/tft/summoner/na/Naturesbf
Sat Oct  3 02:00:00 EDT 2020,43,TheHentaiGod,344,https://www.leagueofgraphs.com/tft/summoner/na/TheHentaiGod
Sat Oct  3 02:00:00 EDT 2020,44,Elvisbeback,344,https://www.leagueofgraphs.com/tft/summoner/na/Elvisbeback
Sat Oct  3 02:00:00 EDT 2020,45,1 1 0 9,340,https://www.leagueofgraphs.com/tft/summoner/na/1+1+0+9
Sat Oct  3 02:00:00 EDT 2020,46,Valorz,337,https://www.leagueofgraphs.com/tft/summoner/na/Valorz
Sat Oct  3 02:00:00 EDT 2020,47,Enzile,336,https://www.leagueofgraphs.com/tft/summoner/na/Enzile
Sat Oct  3 02:00:00 EDT 2020,48,Attack,335,https://www.leagueofgraphs.com/tft/summoner/na/Attack
Sat Oct  3 02:00:00 EDT 2020,49,becca tilts,330,https://www.leagueofgraphs.com/tft/summoner/na/becca+tilts
Sat Oct  3 02:00:00 EDT 2020,50,pyrirer,323,https://www.leagueofgraphs.com/tft/summoner/na/pyrirer
Sat Oct  3 02:00:00 EDT 2020,51,flow of game,314,https://www.leagueofgraphs.com/tft/summoner/na/flow+of+game
Sat Oct  3 02:00:00 EDT 2020,52,creamcrunch,310,https://www.leagueofgraphs.com/tft/summoner/na/creamcrunch
Sat Oct  3 02:00:00 EDT 2020,53,Xerluk,307,https://www.leagueofgraphs.com/tft/summoner/na/Xerluk
Sat Oct  3 02:00:00 EDT 2020,54,ILikeHoboes,304,https://www.leagueofgraphs.com/tft/summoner/na/ILikeHoboes
Sat Oct  3 02:00:00 EDT 2020,55,NA FREE KEKW,302,https://www.leagueofgraphs.com/tft/summoner/na/NA+FREE+KEKW
Sat Oct  3 02:00:00 EDT 2020,56,trikpi,301,https://www.leagueofgraphs.com/tft/summoner/na/trikpi
Sat Oct  3 02:00:00 EDT 2020,57,GrandVice8,298,https://www.leagueofgraphs.com/tft/summoner/na/GrandVice8
Sat Oct  3 02:00:00 EDT 2020,58,ajmonsta,298,https://www.leagueofgraphs.com/tft/summoner/na/ajmonsta
Sat Oct  3 02:00:00 EDT 2020,59,slippinbug,291,https://www.leagueofgraphs.com/tft/summoner/na/slippinbug
Sat Oct  3 02:00:00 EDT 2020,60,ttvBebe872,290,https://www.leagueofgraphs.com/tft/summoner/na/ttvBebe872
Sat Oct  3 02:00:00 EDT 2020,61,captain kookie,285,https://www.leagueofgraphs.com/tft/summoner/na/captain+kookie
Sat Oct  3 02:00:00 EDT 2020,62,Jrom  F,284,https://www.leagueofgraphs.com/tft/summoner/na/Jrom++F
Sat Oct  3 02:00:00 EDT 2020,63,Laplace Tails,281,https://www.leagueofgraphs.com/tft/summoner/na/Laplace+Tails
Sat Oct  3 02:00:00 EDT 2020,64,Kunbee,280,https://www.leagueofgraphs.com/tft/summoner/na/Kunbee
Sat Oct  3 02:00:00 EDT 2020,65,XDG Weinis,279,https://www.leagueofgraphs.com/tft/summoner/na/XDG+Weinis
Sat Oct  3 02:00:00 EDT 2020,66,QWADQWADQWADQWAD,271,https://www.leagueofgraphs.com/tft/summoner/na/QWADQWADQWADQWAD
Sat Oct  3 02:00:00 EDT 2020,67,Kazhu,262,https://www.leagueofgraphs.com/tft/summoner/na/Kazhu
Sat Oct  3 02:00:00 EDT 2020,68,Xnieamo,259,https://www.leagueofgraphs.com/tft/summoner/na/Xnieamo
Sat Oct  3 02:00:00 EDT 2020,69,Twitch RayditzFN,257,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+RayditzFN
Sat Oct  3 02:00:00 EDT 2020,70,PAID MY DUES,254,https://www.leagueofgraphs.com/tft/summoner/na/PAID+MY+DUES
Sat Oct  3 02:00:00 EDT 2020,71,5tunt,253,https://www.leagueofgraphs.com/tft/summoner/na/5tunt
Sat Oct  3 02:00:00 EDT 2020,72,AmazingTurd,252,https://www.leagueofgraphs.com/tft/summoner/na/AmazingTurd
Sat Oct  3 02:00:00 EDT 2020,73,lizste,251,https://www.leagueofgraphs.com/tft/summoner/na/lizste
Sat Oct  3 02:00:00 EDT 2020,74,Xxxxxxyux,245,https://www.leagueofgraphs.com/tft/summoner/na/Xxxxxxyux
Sat Oct  3 02:00:00 EDT 2020,75,Clear,244,https://www.leagueofgraphs.com/tft/summoner/na/Clear
Sat Oct  3 02:00:00 EDT 2020,76,jamzydraco,243,https://www.leagueofgraphs.com/tft/summoner/na/jamzydraco
Sat Oct  3 02:00:00 EDT 2020,77,Inoriyużuriha,234,https://www.leagueofgraphs.com/tft/summoner/na/Inoriyu%C5%BCuriha
Sat Oct  3 02:00:00 EDT 2020,78,I Aurora I,232,https://www.leagueofgraphs.com/tft/summoner/na/I+Aurora+I
Sat Oct  3 02:00:00 EDT 2020,79,garet,228,https://www.leagueofgraphs.com/tft/summoner/na/garet
Sat Oct  3 02:00:00 EDT 2020,80,jpsh,227,https://www.leagueofgraphs.com/tft/summoner/na/jpsh
Sat Oct  3 02:00:00 EDT 2020,81,Souless,225,https://www.leagueofgraphs.com/tft/summoner/na/Souless
Sat Oct  3 02:00:00 EDT 2020,82,Myoui,224,https://www.leagueofgraphs.com/tft/summoner/na/Myoui
Sat Oct  3 02:00:00 EDT 2020,83,BKrisz TFT,220,https://www.leagueofgraphs.com/tft/summoner/na/BKrisz+TFT
Sat Oct  3 02:00:00 EDT 2020,84,Syachi,216,https://www.leagueofgraphs.com/tft/summoner/na/Syachi
Sat Oct  3 02:00:00 EDT 2020,85,NoobOwl,212,https://www.leagueofgraphs.com/tft/summoner/na/NoobOwl
Sat Oct  3 02:00:00 EDT 2020,86,hażel,212,https://www.leagueofgraphs.com/tft/summoner/na/ha%C5%BCel
Sat Oct  3 02:00:00 EDT 2020,87,ttv theJirachy,211,https://www.leagueofgraphs.com/tft/summoner/na/ttv+theJirachy
Sat Oct  3 02:00:00 EDT 2020,88,TardBabyG,211,https://www.leagueofgraphs.com/tft/summoner/na/TardBabyG
Sat Oct  3 02:00:00 EDT 2020,89,Nyuhu,210,https://www.leagueofgraphs.com/tft/summoner/na/Nyuhu
Sat Oct  3 02:00:00 EDT 2020,90,zugrug,208,https://www.leagueofgraphs.com/tft/summoner/na/zugrug
Sat Oct  3 02:00:00 EDT 2020,91,LionsCoCo,205,https://www.leagueofgraphs.com/tft/summoner/na/LionsCoCo
Sat Oct  3 02:00:00 EDT 2020,92,Incite,179,https://www.leagueofgraphs.com/tft/summoner/na/Incite
Sat Oct  3 02:00:00 EDT 2020,93,papercheeze,178,https://www.leagueofgraphs.com/tft/summoner/na/papercheeze
Sat Oct  3 02:00:00 EDT 2020,94,permabanned0609,152,https://www.leagueofgraphs.com/tft/summoner/na/permabanned0609
Sat Oct  3 02:00:00 EDT 2020,95,emilyywang,146,https://www.leagueofgraphs.com/tft/summoner/na/emilyywang
Sat Oct  3 02:00:00 EDT 2020,96,RedStorm,111,https://www.leagueofgraphs.com/tft/summoner/na/RedStorm
Sat Oct  3 02:00:00 EDT 2020,97,G&Ouml;DLY,99,https://www.leagueofgraphs.com/tft/summoner/na/G%C3%96DLY
Sat Oct  3 02:00:00 EDT 2020,98,Aerofall,68,https://www.leagueofgraphs.com/tft/summoner/na/Aerofall
Sat Oct  3 02:00:00 EDT 2020,99,badfps,22,https://www.leagueofgraphs.com/tft/summoner/na/badfps
Sat Oct  3 02:00:00 EDT 2020,100,SushiBabyMeow,,https://www.leagueofgraphs.com/tft/summoner/na/SushiBabyMeow
Sat Oct  3 03:00:00 EDT 2020,1,C9 k3soju,1064,https://www.leagueofgraphs.com/tft/summoner/na/C9+k3soju
Sat Oct  3 03:00:00 EDT 2020,2,TSM KitingisHard,1040,https://www.leagueofgraphs.com/tft/summoner/na/TSM+KitingisHard
Sat Oct  3 03:00:00 EDT 2020,3,Nostereleven,864,https://www.leagueofgraphs.com/tft/summoner/na/Nostereleven
Sat Oct  3 03:00:00 EDT 2020,4,Mean Mister Kien,845,https://www.leagueofgraphs.com/tft/summoner/na/Mean+Mister+Kien
Sat Oct  3 03:00:00 EDT 2020,5,Kiyoon,827,https://www.leagueofgraphs.com/tft/summoner/na/Kiyoon
Sat Oct  3 03:00:00 EDT 2020,6,AYAYAMETE,807,https://www.leagueofgraphs.com/tft/summoner/na/AYAYAMETE
Sat Oct  3 03:00:00 EDT 2020,7,DQA TFT,769,https://www.leagueofgraphs.com/tft/summoner/na/DQA+TFT
Sat Oct  3 03:00:00 EDT 2020,8,DeliciousMilkGG,767,https://www.leagueofgraphs.com/tft/summoner/na/DeliciousMilkGG
Sat Oct  3 03:00:00 EDT 2020,9,Treebeard TwTv,734,https://www.leagueofgraphs.com/tft/summoner/na/Treebeard+TwTv
Sat Oct  3 03:00:00 EDT 2020,10,kevyzhou,722,https://www.leagueofgraphs.com/tft/summoner/na/kevyzhou
Sat Oct  3 03:00:00 EDT 2020,11,Agon,717,https://www.leagueofgraphs.com/tft/summoner/na/Agon
Sat Oct  3 03:00:00 EDT 2020,12,Moggy Mako,665,https://www.leagueofgraphs.com/tft/summoner/na/Moggy+Mako
Sat Oct  3 03:00:00 EDT 2020,13,TheshyuzimyGod,643,https://www.leagueofgraphs.com/tft/summoner/na/TheshyuzimyGod
Sat Oct  3 03:00:00 EDT 2020,14,Mismatched Socks,613,https://www.leagueofgraphs.com/tft/summoner/na/Mismatched+Socks
Sat Oct  3 03:00:00 EDT 2020,15,RU CHAMPION,583,https://www.leagueofgraphs.com/tft/summoner/na/RU+CHAMPION
Sat Oct  3 03:00:00 EDT 2020,16,jasonjava,579,https://www.leagueofgraphs.com/tft/summoner/na/jasonjava
Sat Oct  3 03:00:00 EDT 2020,17,enaek,563,https://www.leagueofgraphs.com/tft/summoner/na/enaek
Sat Oct  3 03:00:00 EDT 2020,18,M35S,514,https://www.leagueofgraphs.com/tft/summoner/na/M35S
Sat Oct  3 03:00:00 EDT 2020,19,Pawnup,494,https://www.leagueofgraphs.com/tft/summoner/na/Pawnup
Sat Oct  3 03:00:00 EDT 2020,20,TwitchTV Javaday,492,https://www.leagueofgraphs.com/tft/summoner/na/TwitchTV+Javaday
Sat Oct  3 03:00:00 EDT 2020,21,Tangela,466,https://www.leagueofgraphs.com/tft/summoner/na/Tangela
Sat Oct  3 03:00:00 EDT 2020,22,Kalsu,460,https://www.leagueofgraphs.com/tft/summoner/na/Kalsu
Sat Oct  3 03:00:00 EDT 2020,23,H2211,459,https://www.leagueofgraphs.com/tft/summoner/na/H2211
Sat Oct  3 03:00:00 EDT 2020,24,TTV Swellertiger,447,https://www.leagueofgraphs.com/tft/summoner/na/TTV+Swellertiger
Sat Oct  3 03:00:00 EDT 2020,25,wattzzy,446,https://www.leagueofgraphs.com/tft/summoner/na/wattzzy
Sat Oct  3 03:00:00 EDT 2020,26,ttv guubums,433,https://www.leagueofgraphs.com/tft/summoner/na/ttv+guubums
Sat Oct  3 03:00:00 EDT 2020,27,GeneralCai,430,https://www.leagueofgraphs.com/tft/summoner/na/GeneralCai
Sat Oct  3 03:00:00 EDT 2020,28,Brocc&oacute;li,423,https://www.leagueofgraphs.com/tft/summoner/na/Brocc%C3%B3li
Sat Oct  3 03:00:00 EDT 2020,29,hi im joby,423,https://www.leagueofgraphs.com/tft/summoner/na/hi+im+joby
Sat Oct  3 03:00:00 EDT 2020,30,Velayy,412,https://www.leagueofgraphs.com/tft/summoner/na/Velayy
Sat Oct  3 03:00:00 EDT 2020,31,numanotaihasin,390,https://www.leagueofgraphs.com/tft/summoner/na/numanotaihasin
Sat Oct  3 03:00:00 EDT 2020,32,theOnLy1z,390,https://www.leagueofgraphs.com/tft/summoner/na/theOnLy1z
Sat Oct  3 03:00:00 EDT 2020,33,COCO  ZUI KE AI,384,https://www.leagueofgraphs.com/tft/summoner/na/COCO++ZUI+KE+AI
Sat Oct  3 03:00:00 EDT 2020,34,jwhur,382,https://www.leagueofgraphs.com/tft/summoner/na/jwhur
Sat Oct  3 03:00:00 EDT 2020,35,NAI BANG,376,https://www.leagueofgraphs.com/tft/summoner/na/NAI+BANG
Sat Oct  3 03:00:00 EDT 2020,36,Monoclonal,372,https://www.leagueofgraphs.com/tft/summoner/na/Monoclonal
Sat Oct  3 03:00:00 EDT 2020,37,TTV inikoiniko,370,https://www.leagueofgraphs.com/tft/summoner/na/TTV+inikoiniko
Sat Oct  3 03:00:00 EDT 2020,38,Live for the Day,366,https://www.leagueofgraphs.com/tft/summoner/na/Live+for+the+Day
Sat Oct  3 03:00:00 EDT 2020,39,lilsteppy,364,https://www.leagueofgraphs.com/tft/summoner/na/lilsteppy
Sat Oct  3 03:00:00 EDT 2020,40,Rush big fan,363,https://www.leagueofgraphs.com/tft/summoner/na/Rush+big+fan
Sat Oct  3 03:00:00 EDT 2020,41,Spicy AppIes,358,https://www.leagueofgraphs.com/tft/summoner/na/Spicy+AppIes
Sat Oct  3 03:00:00 EDT 2020,42,Naturesbf,356,https://www.leagueofgraphs.com/tft/summoner/na/Naturesbf
Sat Oct  3 03:00:00 EDT 2020,43,TheHentaiGod,344,https://www.leagueofgraphs.com/tft/summoner/na/TheHentaiGod
Sat Oct  3 03:00:00 EDT 2020,44,Elvisbeback,344,https://www.leagueofgraphs.com/tft/summoner/na/Elvisbeback
Sat Oct  3 03:00:00 EDT 2020,45,1 1 0 9,340,https://www.leagueofgraphs.com/tft/summoner/na/1+1+0+9
Sat Oct  3 03:00:00 EDT 2020,46,Valorz,337,https://www.leagueofgraphs.com/tft/summoner/na/Valorz
Sat Oct  3 03:00:00 EDT 2020,47,Enzile,336,https://www.leagueofgraphs.com/tft/summoner/na/Enzile
Sat Oct  3 03:00:00 EDT 2020,48,Attack,335,https://www.leagueofgraphs.com/tft/summoner/na/Attack
Sat Oct  3 03:00:00 EDT 2020,49,becca tilts,330,https://www.leagueofgraphs.com/tft/summoner/na/becca+tilts
Sat Oct  3 03:00:00 EDT 2020,50,pyrirer,323,https://www.leagueofgraphs.com/tft/summoner/na/pyrirer
Sat Oct  3 03:00:00 EDT 2020,51,flow of game,314,https://www.leagueofgraphs.com/tft/summoner/na/flow+of+game
Sat Oct  3 03:00:00 EDT 2020,52,creamcrunch,310,https://www.leagueofgraphs.com/tft/summoner/na/creamcrunch
Sat Oct  3 03:00:00 EDT 2020,53,Xerluk,307,https://www.leagueofgraphs.com/tft/summoner/na/Xerluk
Sat Oct  3 03:00:00 EDT 2020,54,ILikeHoboes,304,https://www.leagueofgraphs.com/tft/summoner/na/ILikeHoboes
Sat Oct  3 03:00:00 EDT 2020,55,NA FREE KEKW,302,https://www.leagueofgraphs.com/tft/summoner/na/NA+FREE+KEKW
Sat Oct  3 03:00:00 EDT 2020,56,trikpi,301,https://www.leagueofgraphs.com/tft/summoner/na/trikpi
Sat Oct  3 03:00:00 EDT 2020,57,GrandVice8,298,https://www.leagueofgraphs.com/tft/summoner/na/GrandVice8
Sat Oct  3 03:00:00 EDT 2020,58,ajmonsta,298,https://www.leagueofgraphs.com/tft/summoner/na/ajmonsta
Sat Oct  3 03:00:00 EDT 2020,59,slippinbug,291,https://www.leagueofgraphs.com/tft/summoner/na/slippinbug
Sat Oct  3 03:00:00 EDT 2020,60,ttvBebe872,290,https://www.leagueofgraphs.com/tft/summoner/na/ttvBebe872
Sat Oct  3 03:00:00 EDT 2020,61,captain kookie,285,https://www.leagueofgraphs.com/tft/summoner/na/captain+kookie
Sat Oct  3 03:00:00 EDT 2020,62,Jrom  F,284,https://www.leagueofgraphs.com/tft/summoner/na/Jrom++F
Sat Oct  3 03:00:00 EDT 2020,63,Laplace Tails,281,https://www.leagueofgraphs.com/tft/summoner/na/Laplace+Tails
Sat Oct  3 03:00:00 EDT 2020,64,Kunbee,280,https://www.leagueofgraphs.com/tft/summoner/na/Kunbee
Sat Oct  3 03:00:00 EDT 2020,65,XDG Weinis,279,https://www.leagueofgraphs.com/tft/summoner/na/XDG+Weinis
Sat Oct  3 03:00:00 EDT 2020,66,QWADQWADQWADQWAD,271,https://www.leagueofgraphs.com/tft/summoner/na/QWADQWADQWADQWAD
Sat Oct  3 03:00:00 EDT 2020,67,Kazhu,262,https://www.leagueofgraphs.com/tft/summoner/na/Kazhu
Sat Oct  3 03:00:00 EDT 2020,68,Xnieamo,259,https://www.leagueofgraphs.com/tft/summoner/na/Xnieamo
Sat Oct  3 03:00:00 EDT 2020,69,Twitch RayditzFN,257,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+RayditzFN
Sat Oct  3 03:00:00 EDT 2020,70,PAID MY DUES,254,https://www.leagueofgraphs.com/tft/summoner/na/PAID+MY+DUES
Sat Oct  3 03:00:00 EDT 2020,71,5tunt,253,https://www.leagueofgraphs.com/tft/summoner/na/5tunt
Sat Oct  3 03:00:00 EDT 2020,72,AmazingTurd,252,https://www.leagueofgraphs.com/tft/summoner/na/AmazingTurd
Sat Oct  3 03:00:00 EDT 2020,73,lizste,251,https://www.leagueofgraphs.com/tft/summoner/na/lizste
Sat Oct  3 03:00:00 EDT 2020,74,Xxxxxxyux,245,https://www.leagueofgraphs.com/tft/summoner/na/Xxxxxxyux
Sat Oct  3 03:00:00 EDT 2020,75,Clear,244,https://www.leagueofgraphs.com/tft/summoner/na/Clear
Sat Oct  3 03:00:00 EDT 2020,76,jamzydraco,243,https://www.leagueofgraphs.com/tft/summoner/na/jamzydraco
Sat Oct  3 03:00:00 EDT 2020,77,Inoriyużuriha,234,https://www.leagueofgraphs.com/tft/summoner/na/Inoriyu%C5%BCuriha
Sat Oct  3 03:00:00 EDT 2020,78,I Aurora I,232,https://www.leagueofgraphs.com/tft/summoner/na/I+Aurora+I
Sat Oct  3 03:00:00 EDT 2020,79,garet,228,https://www.leagueofgraphs.com/tft/summoner/na/garet
Sat Oct  3 03:00:00 EDT 2020,80,jpsh,227,https://www.leagueofgraphs.com/tft/summoner/na/jpsh
Sat Oct  3 03:00:00 EDT 2020,81,Souless,225,https://www.leagueofgraphs.com/tft/summoner/na/Souless
Sat Oct  3 03:00:00 EDT 2020,82,Myoui,224,https://www.leagueofgraphs.com/tft/summoner/na/Myoui
Sat Oct  3 03:00:00 EDT 2020,83,BKrisz TFT,220,https://www.leagueofgraphs.com/tft/summoner/na/BKrisz+TFT
Sat Oct  3 03:00:00 EDT 2020,84,Syachi,216,https://www.leagueofgraphs.com/tft/summoner/na/Syachi
Sat Oct  3 03:00:00 EDT 2020,85,NoobOwl,212,https://www.leagueofgraphs.com/tft/summoner/na/NoobOwl
Sat Oct  3 03:00:00 EDT 2020,86,hażel,212,https://www.leagueofgraphs.com/tft/summoner/na/ha%C5%BCel
Sat Oct  3 03:00:00 EDT 2020,87,ttv theJirachy,211,https://www.leagueofgraphs.com/tft/summoner/na/ttv+theJirachy
Sat Oct  3 03:00:00 EDT 2020,88,TardBabyG,211,https://www.leagueofgraphs.com/tft/summoner/na/TardBabyG
Sat Oct  3 03:00:00 EDT 2020,89,Nyuhu,210,https://www.leagueofgraphs.com/tft/summoner/na/Nyuhu
Sat Oct  3 03:00:00 EDT 2020,90,zugrug,208,https://www.leagueofgraphs.com/tft/summoner/na/zugrug
Sat Oct  3 03:00:00 EDT 2020,91,LionsCoCo,205,https://www.leagueofgraphs.com/tft/summoner/na/LionsCoCo
Sat Oct  3 03:00:00 EDT 2020,92,Incite,179,https://www.leagueofgraphs.com/tft/summoner/na/Incite
Sat Oct  3 03:00:00 EDT 2020,93,papercheeze,178,https://www.leagueofgraphs.com/tft/summoner/na/papercheeze
Sat Oct  3 03:00:00 EDT 2020,94,permabanned0609,152,https://www.leagueofgraphs.com/tft/summoner/na/permabanned0609
Sat Oct  3 03:00:00 EDT 2020,95,emilyywang,146,https://www.leagueofgraphs.com/tft/summoner/na/emilyywang
Sat Oct  3 03:00:00 EDT 2020,96,RedStorm,111,https://www.leagueofgraphs.com/tft/summoner/na/RedStorm
Sat Oct  3 03:00:00 EDT 2020,97,G&Ouml;DLY,99,https://www.leagueofgraphs.com/tft/summoner/na/G%C3%96DLY
Sat Oct  3 03:00:00 EDT 2020,98,Aerofall,68,https://www.leagueofgraphs.com/tft/summoner/na/Aerofall
Sat Oct  3 03:00:00 EDT 2020,99,badfps,22,https://www.leagueofgraphs.com/tft/summoner/na/badfps
Sat Oct  3 03:00:00 EDT 2020,100,Twitch Dallasyes,288,https://www.leagueofgraphs.com/tft/summoner/na/Twitch+Dallasyes
Sat Oct  3 04:00:00 EDT 2020,1,C9 k3soju,1064,https://www.leagueofgraphs.com/tft/summoner/na/C9+k3soju
Sat Oct  3 04:00:00 EDT 2020,2,TSM KitingisHard,1040,https://www.leagueofgraphs.com/tft/summoner/na/TSM+KitingisHard
Sat Oct  3 04:00:00 EDT 2020,3,Nostereleven,864,https://www.leagueofgraphs.com/tft/summoner/na/Nostereleven
Sat Oct  3 04:00:00 EDT 2020,4,Mean Mister Kien,845,https://www.leagueofgraphs.com/tft/summoner/na/Mean+Mister+Kien
Sat Oct  3 04:00:00 EDT 2020,5,Kiyoon,827,https://www.leagueofgraphs.com/tft/summoner/na/Kiyoon
Sat Oct  3 04:00:00 EDT 2020,6,AYAYAMETE,807,https://www.leagueofgraphs.com/tft/summoner/na/AYAYAMETE
Sat Oct  3 04:00:00 EDT 2020,7,DQA TFT,769,https://www.leagueofgraphs.com/tft/summoner/na/DQA+TFT
Sat Oct  3 04:00:00 EDT 2020,8,DeliciousMilkGG,767,https://www.leagueofgraphs.com/tft/summoner/na/DeliciousMilkGG
Sat Oct  3 04:00:00 EDT 2020,9,Treebeard TwTv,734,https://www.leagueofgraphs.com/tft/summoner/na/Treebeard+TwTv
Sat Oct  3 04:00:00 EDT 2020,10,kevyzhou,722,https://www.leagueofgraphs.com/tft/summoner/na/kevyzhou
Sat Oct  3 04:00:00 EDT 2020,11,Agon,717,https://www.leagueofgraphs.com/tft/summoner/na/Agon
Sat Oct  3 04:00:00 EDT 2020,12,Moggy Mako,665,https://www.leagueofgraphs.com/tft/summoner/na/Moggy+Mako
Sat Oct  3 04:00:00 EDT 2020,13,TheshyuzimyGod,643,https://www.leagueofgraphs.com/tft/summoner/na/TheshyuzimyGod
Sat Oct  3 04:00:00 EDT 2020,14,Mismatched Socks,613,https://www.leagueofgraphs.com/tft/summoner/na/Mismatched+Socks
Sat Oct  3 04:00:00 EDT 2020,15,RU CHAMPION,583,https://www.leagueofgraphs.com/tft/summoner/na/RU+CHAMPION
